상권_코드,상권_코드_명,연평균_매출_금액,연평균_매출_건수,분기_수,연평균_매출_금액_log,competitor_cnt_100m,competitor_cnt_300m,competitor_cnt_500m,subway_dist_m,subway_monthly_traffic,bus_stop_cnt_300m,주간_평일_평균인구,주간_주말_평균인구,야간_평일_평균인구,야간_주말_평균인구
3110060,효창공원앞역 6번,318574343.5,45967.5,4,19.57936642646025,0.7279871935555603,5.888260350006744,19.65247641461239,281.55710999523814,651401.9999999999,18.9216246366009,183.12943012718955,218.08582983462,147.23015551358563,144.8360351207422
3110064,효창공원앞역 2번,245634699.0,38166.75,4,19.319356030902195,1.1811930610485766,8.022720790509482,21.404103572343008,401.0185284794876,701656.4628428037,6.171497415691633,304.9116985605882,267.8052806901495,286.55839270888214,275.30459333085673
3110066,서울역 15번,1172889284.0,171527.0,4,20.882736015973837,1.101309156030006,6.508436476645498,17.306753997736244,277.8202065719152,7230185.999999999,6.0179408125723715,281.5194502848337,256.9527304608987,230.71495911931504,230.2804849261496
3110067,배문고등학교,204877190.0,26705.75,4,19.13792128929689,0.5536826085578973,7.901248518670881,23.753792301239226,475.18988759543026,5404925.862055302,5.067229753068305,209.21919433739754,239.76870648950384,282.36181166649163,272.938663341048
3110068,남영역 1번,1052184949.75,174823.75,4,20.77413474450711,1.085268715218618,8.81536229246285,25.6716031884265,291.23180299084703,611703.4182864293,8.682804100221091,331.68715886940225,328.1432247418715,307.08573419752616,294.79465629861994
3110069,숙대입구,530500068.5,91355.75,4,20.089330647026785,1.5567173210561878,11.489703771678494,27.312269779669016,402.59837408776497,970866.8481442835,7.354452567702979,392.47244963524446,357.69818454741056,306.5863882540532,293.4378496467201
3110074,서울역 12번,993000000.0,17824.5,4,20.716241223016496,1.2933240323952715,11.797109659688205,27.167626354394784,294.2074903682861,7154470.911629648,6.65265358556231,212.82825382434083,149.12776292854912,154.4538406154156,156.0856948964309
3110075,숙대입구역 1번,234220803.5,36625.0,4,19.27177483737725,1.2473984577706705,9.178134024327395,26.354186296590456,317.72972148636774,1376832.1573922015,8.760265026012563,210.45428915907436,156.4759762756195,137.41561809753065,134.43532231001825
3110079,후암동주민센터,482447354.25,70497.0,4,19.994382364500417,0.7236964420696191,6.762746336090632,19.829193953271332,655.447701750845,5043911.974273068,6.654477025676544,188.92840579711455,193.75030190455624,274.3489808915531,269.44803037323504
3110080,해방촌예술마을,166735303.75,25211.25,4,18.931918111440275,1.5300234002054725,9.897066034558074,20.082256015135325,1011.3820835312696,2996060.9921482513,8.769095662234639,185.48386324793816,230.7547040923588,206.01449301378082,205.66356088579482
3110081,해방촌 남동측,659193084.0,93243.5,4,20.306527046516653,1.8850253549517009,11.260944374034533,19.825091449077597,1021.6493197841471,460668.4254326075,10.597635587332451,240.09164151423144,282.98169949139384,293.3919540156896,299.09220993357167
3110084,경리단길북측,276594345.5,35507.75,4,19.43806253772357,0.6049694628886636,5.624039328644732,13.623142550380264,796.4864009933285,544525.2895141772,9.035224624627814,135.1103750363357,150.98981825329702,145.68293687811968,148.3514919382004
3110085,경리단길남측,1224835463.25,151059.75,4,20.92607235702409,0.9635973597978413,6.060845149432413,14.79271865572633,480.6592275786505,579529.4057422727,8.426054677105132,232.93885396290335,255.7352408059524,246.7364079728246,263.5315609891456
3110088,오산고등학교,537462503.25,68269.5,4,20.1023695559979,0.7668637639332487,4.954070705502013,10.808772008581261,896.2568371345849,371638.4929547886,2.382033887927776,114.31143257252003,128.8172857504138,166.78374993082846,166.40426913102186
3110090,한국폴리텍대학서울정수캠퍼스,150336396.25,19800.0,4,18.828385989411554,0.5545096595934867,4.605896167860385,12.240048290796617,803.2353103910007,760633.523748864,4.69418357017518,166.6051687015585,151.91407649200934,184.03424926157174,186.90888068729257
3110095,한강진역 3번,212551600.25,34813.5,4,19.174695346262222,0.3657840662491303,3.468360913604999,9.304581007905524,311.8308476714658,662358.9956683244,3.7349154699168032,188.81973243196393,175.5793316332808,127.54980428011146,131.68741308739177
3110102,옥수역 6번,219344276.75,34918.25,4,19.20615309793282,1.9046991710795016,7.387757496626196,12.465648288030435,203.2110161583721,575645.7117200443,16.48946423334147,487.4677322692598,481.3154057049958,237.74004843244106,225.4147164256621
3110115,상왕십리역 3번,218241328.75,29226.75,4,19.20111202566349,0.8695015131337366,7.975517997860795,24.429549939197504,251.75626063348932,870994.6711917395,8.105203374902688,417.4478050589203,427.74294369274986,378.2793152803368,373.40121382127285
3110124,뚝섬역교차로,795175369.25,119059.75,4,20.49407323980131,1.1151378878898817,8.90888804599312,27.33668958632944,379.50598728673526,1500548.3595086315,4.589144680247488,217.01792104292434,198.66503977856078,161.6719350654492,157.37489392069594
3110125,사근동살곶이상점가,361312930.0,63478.25,4,19.705254985679463,0.9779517672896809,5.964912165063145,13.01284234483437,377.7248099129141,418132.65992441576,11.621870934649234,245.60733391182018,241.98952503102544,332.39914779342377,319.25029630782984
3110128,성원중학교,640397031.75,85852.0,4,20.27759890564387,0.551610901484203,4.627837178081827,12.138873390495617,734.5742858610527,1697853.4937381612,8.430311227309259,131.73727694536092,130.54585346442482,128.34460631711028,125.84243236239321
3110131,성수동카페거리,594770246.0,102376.5,4,20.203685749443054,1.3027949692294116,14.570922784923926,35.23751296275249,352.24302323047544,3395565.2560129208,8.91838275936448,614.257139729791,440.6920833351659,143.1442069157025,134.83104501964954
3110134,성수119안전센터,1653168962.75,217076.25,4,21.22595986698624,0.9842937733401711,7.037287455331467,17.36448150026006,860.0280855103674,3541593.0468038027,10.159526333149556,171.11463262769294,183.05404704777652,178.62051470708144,175.70592051191716
3110136,경수초등학교,131950923.25,23306.25,4,18.697940625436253,1.1344532984180193,10.857184922137295,32.02328791861386,567.4744692663808,3458005.826953256,7.545191296029596,308.49008414049894,236.51177239894798,175.59292093575712,169.26533786149983
3110137,성수초등학교,2540534842.75,419714.25,4,21.655640464215956,0.9438249438815742,9.828770578932083,29.85589218153496,583.4689081485892,3234182.2431395464,6.273661774809696,781.9835154129656,489.77483731258263,486.3984108191615,470.4159145526995
3110139,자양4동주민센터,530746470.25,73022.0,4,20.08979500991508,1.4988601433606363,9.791831223674981,23.126537343313103,506.68421928198956,3221580.0,7.053894273929616,182.8822615678159,194.11238011905544,243.62107263210865,242.60705715595313
3110140,건대입구역 6번,1312802484.5,204441.25,4,20.995429991019897,1.3477204599722268,11.517525829005766,37.128535318171714,417.6129417650247,3221580.0,7.157166296299261,364.05541649786136,427.8989268163858,386.8398827245876,388.64700393611355
3110141,건대입구역 1번,436053099.0,65954.75,4,19.893274582888456,2.0275891503696895,15.916508833577126,44.172272642569865,401.16140199185435,3221580.0,7.668953561837655,428.97236535610165,436.80217093502404,581.6306876041706,593.4761896444166
3110142,화양사거리,1575113008.25,221676.5,4,21.177592858554725,2.5715741874848748,19.365089494275097,44.45562351636641,564.0518852642119,1855842.8665868528,8.906083007711933,462.93832682035605,519.9590202059843,716.0534458297014,684.1601066224895
3110144,어린이대공원역 4번,99927039.0,16961.75,4,18.41995087766476,2.097426318101719,21.436751847160746,41.05860490464216,322.79646696185824,1003868.9999999999,7.2282664912041295,314.3420519093056,393.7412390465186,477.0795609671441,465.9000448100033
3110145,장안초등학교,333591416.75,60167.75,4,19.62542750194888,1.3155006883199194,11.624769152142743,37.60840062033249,199.78679496608186,1003868.9999999999,8.978824022130329,398.2874373654524,301.27933867047125,421.93051065554545,406.31617373731046
3110146,신자초등학교,173428171.25,21925.75,4,18.971274078837123,0.6435049876253708,7.372537564776406,19.480837321450448,586.3739599061502,,5.1072104745430815,171.77958128451334,199.87340843271508,253.78065166052775,256.2930580442717
3110147,능동우편취급국,492651764.5,75974.5,4,20.015313124406436,1.015606678613657,10.128962243151948,27.491730935445457,516.7059254023102,1617807.3650145633,7.693549670106447,198.00963170912092,211.0737800067344,257.2421876757635,245.1936082505639
3110150,중곡1동 마을마당,136683308.5,19826.0,4,18.73317719840959,0.8721936475041662,6.694377352744734,18.10010168887185,549.6298890368922,1503707.4264461496,8.246813047440673,180.0052765538148,217.9283719876707,292.28705809957415,289.7552254029627
3110151,자양한강도서관,667881568.0,93004.0,4,20.31962142386668,1.410751165740584,10.3442450107959,22.324765246599796,882.4755662620602,1709832.0,6.553866042165573,235.54913776807845,290.14776055040835,368.0624034242715,367.39427568468415
3110154,광진정말공원,419933345.25,59709.0,4,19.855606557242844,1.1317048912180854,10.929811664886758,27.984745440527362,764.4806326194315,1803805.2829540253,7.942154571036186,279.124198502917,339.5028006715722,345.45128949503186,342.83463328991957
3110155,광진구청,331812653.75,51916.5,4,19.620081074685903,1.6243859155825944,9.93405897065604,27.11277663598749,520.2065187655268,2105392.0208205343,4.885124265268282,485.8082078045589,416.9629528073133,530.0338739321827,513.0447280130369
3110156,군자역 5번,335415349.0,51571.0,4,19.630880172555397,1.300184644376117,11.407588433954867,30.80741733029408,394.62382283914013,1626839.0591624572,4.104437223801316,180.799485866236,208.03535518645293,298.09041409175643,294.2904268068285
3110157,자양동우체국,269705882.5,38072.0,4,19.412842602851622,1.4061188535085014,9.464549155915575,20.186373191206968,915.675728263289,1709832.0,4.458765825860733,233.11400329074377,246.69758797154543,347.71197136297263,347.0522869976461
3110158,중곡3동주민센터,224963196.75,28571.25,4,19.231447381234837,0.9514001682658432,7.999789050420271,18.406927584246677,447.60425828133054,601686.5168713091,8.449827766067303,253.71447200329254,312.7566231060704,388.8717023337544,391.3352163701905
3110159,구의역 4번,394887674.0,58926.0,4,19.794111915336803,0.948738460837024,9.796835355856867,29.164151796790353,550.3247381817273,1886983.2164878503,6.194125214465717,385.6771249501814,414.186432049301,453.5279058677489,445.80228277621444
3110162,군자역 4번,442851354.25,62483.25,4,19.90874473050648,0.988012303112797,9.32160112548595,29.164246814868566,382.40545792384984,1631393.0,5.183195910387043,141.97005642390644,158.8045348136848,223.22967044487254,222.52225392526105
3110163,성자초등학교,323374668.25,43693.0,4,19.594322175663606,1.1416507893365895,6.902504278552626,16.185581031733708,725.6803109048774,1709832.0,6.75623325746392,280.2606133945718,264.8139575684812,285.0444535785978,283.57109280465113
3110165,국립정신건강센터,412306254.5,51671.5,4,19.837276969766737,1.219660426881926,8.86411655337985,20.158834952963225,445.1817147442616,643925.5656871418,12.136960516417389,230.6023270908384,219.96568314580225,339.9361194788636,337.15310118204826
3110166,구의1동주민센터,460808980.5,67312.25,4,19.94849415825844,1.0749704374468532,9.047361548703233,24.20851397614594,443.0938563283557,1709832.0000000002,5.598696166839299,224.5513042595746,229.20566709642355,258.1650726580329,251.91942400804388
3110167,용마초등학교,457597969.75,57512.75,4,19.941501563470204,0.945055309522066,7.503383293055793,23.28421073984619,583.7795062297653,1397043.5163630696,10.070481521387523,261.0978850665902,281.84095393218456,373.75514082010363,370.5052915535005
3110168,대원고등학교,136122634.75,21704.0,4,18.72906677083884,0.8817491275011633,6.062272311206488,14.896111407046424,431.86935021565216,634187.9999999998,8.766088277891877,269.6217212605775,230.0736345296336,216.88106832546885,213.30453886908634
3110169,성동초등학교,248125699.5,34575.25,4,19.329446032575547,0.6568876953317961,4.8898901641572134,13.642120125494294,522.5491015978346,1681548.8172136128,6.3812690325586265,252.4570118731072,234.63783717197785,226.50796359807356,216.841311771601
3110170,동대부여고,61704535.5,8243.5,2,17.937868011294334,1.2054836946333527,9.11666593995611,25.81617697810162,581.20582574829,1677268.87951331,6.764690158266271,338.47079276823996,379.8228235994371,540.8909471066409,532.2780681351356
3110172,광진초등학교,498799820.25,66644.0,4,20.02771541341003,0.7606439803617552,6.051479739139589,14.47629911348841,538.1837451448203,902752.0,7.7754225690481755,279.2546634659754,290.0699410244319,318.00872985492305,314.4408693245318
3110174,아차산역 1번,338260637.75,44552.75,4,19.63932727684872,1.49587534513782,11.152445272289086,26.548286522278335,454.81288391880565,902752.0000000001,12.24255561453394,260.6140749037139,340.147333262742,420.5938127367085,415.25479820836614
3110176,해오름공원,214777658.25,27166.0,4,19.185113907973843,0.7160737848362451,6.251931267376815,16.94559650204602,725.2528395145994,915343.9132462516,14.121192927543433,184.05319906588588,238.09617765644137,297.9180872358164,299.19862589719276
3110180,광진정보도서관,148674838.0,21437.0,1,18.817272190657405,0.7062290087002409,5.02240483799698,8.25753201415724,619.5516095426289,660926.0,11.166972591710339,147.04399212738366,155.9894953772718,121.23602951669258,118.42331865068437
3110181,신설동역 9번,192174000.75,33648.0,4,19.073911778701785,1.2226411968413928,10.056408345324323,30.659045426659986,393.47618771162,1252960.9999999998,6.0110420771525925,336.7689326185434,306.39270360689954,223.59870121372768,213.9119594961716
3110182,용두희망어린이공원,134031702.25,18848.25,4,18.71358692134976,1.8687824422205088,12.501657531775749,29.515162409119206,485.48428343243404,1013694.4695296756,4.84675993461259,352.9449887708396,284.9247963416966,335.0909284241425,322.55941941263995
3110187,제기동역 6번,670660430.5,96202.5,4,20.323773503504388,1.4704442827702073,10.260031367677925,24.190094288585485,321.5614387805443,903523.9931312904,5.825166026661389,352.9154514379941,358.01482311173737,408.3306632337665,404.7076860065649
3110188,용두동신동아아파트,221721836.0,33913.0,1,19.216934167706164,1.0899593477950582,8.604020620864024,22.495439961561864,526.1487669352337,430878.8022199407,6.6482007206066545,127.08672291675597,112.89548189227737,124.806718367806,123.21332205563272
3110189,제기동역 1번,415644507.75,54469.0,4,19.845340906618688,0.6677910093466429,6.0626769180951054,20.887631341256274,248.4344782374727,966557.9999999997,3.468322175535295,284.9818398013035,276.90831757651046,256.49175998251224,250.41791140627163
3110190,고대앞사거리,427118583.5,66519.75,4,19.87257224809377,0.678841561105099,8.044291239972477,30.05266362720792,473.4745411330149,765202.6893956853,6.828604422686131,434.3431794107676,367.3275404187814,342.1416458436377,326.94420873645447
3110193,고려대역 4번,179835937.0,29484.5,4,19.007555537670743,0.8025598484984552,7.168915718126022,16.953433673976512,168.7942235606275,524950.0000000001,6.433623113094162,153.0823882375594,178.91103550015325,302.81812365794764,297.26037339702486
3110204,간데메공원,187503792.25,28396.25,4,19.04930963383677,0.6420016969157843,5.143138144729575,11.632124377335176,480.12095960519764,284927.6625230178,8.645017230776153,295.7949075073926,320.5370033396815,347.94715254138254,342.45424836909143
3110206,텃골근린공원,442389126.25,65757.5,4,19.90770043112988,1.0079221190362155,6.271561998684546,17.7745456960838,384.2577171295015,2563328.0000000005,4.5680667930625125,207.70581704234846,262.23758961615647,333.66129475782986,332.0979690354919
3110207,시립대앞사거리,81114263.0,11835.0,1,18.211369385247902,1.5079603732404774,12.507348119717301,24.72131301593062,506.1559071304716,2552840.1975166844,11.99985435029963,506.233988742098,529.6211306682666,610.7806581364122,604.5119735113475
3110210,서울시립대,1329017034.25,202830.0,4,21.00770543469168,1.4395653829609238,9.066554579725965,23.590477084720497,504.31845442271765,1788040.8382225374,8.110251313727737,430.15941956988826,430.0938189623005,551.2469195723714,533.9579286773514
3110212,답십리초등학교,276754667.0,41133.25,4,19.43864199661944,0.9775947308967721,6.997771498247909,17.80730513337223,516.5034257319724,912588.0000000001,7.721237891159962,322.139753977859,365.0589625767862,404.3672465518349,409.15266542195405
3110214,경희대후문,1029978750.75,208995.5,4,20.752804009606237,2.065358666579052,10.25182230954174,26.51359988961816,659.9426955120839,776025.0940729133,9.448158030370033,423.9363980993329,342.91053464175025,419.94910579867644,389.4470728779455
3110215,회기역 1번,280508711.5,47177.75,4,19.452115343050718,1.5415617466315703,12.893002803005727,37.39030693954798,233.94454148089736,1613218.9999999998,10.331056688519809,332.2071912295143,381.0487255549302,455.76732012658107,433.68384249780615
3110219,삼육보건대학교,1060169018.25,139554.25,4,20.78169418448189,1.3550302332014303,10.65599857558814,22.547979401251613,341.4582636657045,1608751.9375322994,4.121769810450963,183.3965907998966,188.41323558686645,250.32713417684232,241.14203941033549
3110220,외대앞역 1번,1468299834.25,264488.75,4,21.10737099372857,1.8042250613225104,12.958389244377077,28.594248557565347,246.03183101696513,796246.2660427869,7.371394341996941,523.2619137199732,541.9081857247851,587.2878024483051,563.8423803670482
3110226,장안1동주민센터,3271417222.5,416971.25,4,21.90848912964615,1.7541859347111262,15.600342957534261,37.61582008092719,861.4112739754186,1177429.0000000002,6.2058543984035905,212.4210273663287,221.72269275894274,233.46782772563523,230.99014697899742
3110229,장평중학교,595934565.25,82598.25,4,20.20564143083132,0.9258569026048994,11.03518894985255,28.875822356734094,610.8360445048872,1177429.0,5.017625663872576,262.89658233758945,229.0921288161086,280.03403222725905,275.3219500054909
3110230,장안현대홈타운1차아파트,1593544815.75,209611.0,4,21.18922681615162,2.324627988172949,16.861878781981414,36.28168053384627,1020.0975576441566,1031009.580612298,10.213773232274747,343.31371321599,409.5139682232189,468.25134770927343,462.6271902962879
3110232,동대부고,107515734.25,14956.0,4,18.493147769238902,1.2784107095939539,7.963875284501,19.232103805757102,1249.1248265832783,442571.22164814745,8.042888891813556,356.70601844971327,324.5697902047361,361.6661892435584,362.3318359551023
3110233,중랑역 1번,175502534.5,22467.0,4,18.98316404805928,0.905549610426791,6.715564471026517,17.77609208101994,252.9352105405861,327687.0,6.694096718636233,212.47465997998538,251.38557616306406,294.5045882204661,291.01242725956035
3110236,신묵초등학교,159704355.0,20591.5,2,18.888834888956023,0.8027985467854647,6.833987999224201,16.765118044456344,376.6241286487921,623171.1493366655,8.014796827925881,192.99415970911642,214.5458408898351,259.6288164026596,257.87934908717483
3110237,메가박스 상봉,160745575.0,20177.25,4,18.89533339970796,1.676892987211231,11.751650587964818,21.976479757461252,422.422781963117,327686.99999999994,8.12031618875351,276.5950217808979,309.0222632560925,337.58533089608636,341.60757169783705
3110242,면목5동주민센터,334622118.25,44234.0,4,19.628512450877185,0.9801195049939044,7.38526958388846,15.843275950406472,919.016503559387,888086.403002185,7.891867842310566,146.96840077308002,193.7743807382861,255.9193300697026,256.3050837661792
3110243,중랑노인종합복지관,755565816.25,92705.75,4,20.442977453354438,1.1812902711775788,8.548884401012122,23.536162762978538,742.092590417238,534977.6494714927,10.66714636990792,166.3795245395536,170.10830824242427,178.4357049443929,178.92158309341042
3110246,월드순복음교회,182281982.75,22373.5,4,19.02106540728296,0.8461894267676169,10.737598972969593,29.70988532070779,338.4573210508568,327687.0,6.211834516896964,326.42839830975265,364.6696435664481,396.25288811081566,391.8756298660713
3110247,먹골역 1번,587442058.0,90550.0,2,20.1912881761403,0.9942786413925903,8.460902441814468,19.039283909469003,224.9122321919232,617092.5476707476,6.797567336396113,340.8905043054803,371.630994950651,439.29903594839783,435.59470242549537
3110249,중화역 1번,115841316.25,17727.0,4,18.56773185782501,0.8794491045230965,7.480606675325845,18.785444835345587,300.3423136998413,668050.8709526028,7.2167124990252765,229.526432184996,237.77743883915872,300.3954508360456,296.94040217977295
3110250,화랑대역 7번,202317363.5,29208.0,2,19.125348133847307,0.9489926745588387,7.908137602467663,22.480732270570233,359.5191751326656,671295.1923194787,9.145800797046288,168.75344006500134,177.6727001610215,159.70840295136134,157.34150803561897
3110251,장안중학교,275095942.75,35849.5,4,19.432630481147783,1.1097151241211496,9.041426684263756,26.696699007693184,360.439008524126,997876.1238305892,12.78820168835085,220.26573249117175,215.19221023565953,249.38417651183937,251.5521459730517
3110253,중곡초등학교,603889701.25,76966.25,4,20.218902127054584,0.9662732715113492,8.578331560689172,20.702915084573647,386.1252151002408,344728.00000000006,8.194401923119297,131.8517885983294,163.7303667467327,181.35123239535326,181.09649445406373
3110254,오거리공원,682188072.0,96003.75,4,20.34081594465321,1.4139582332687222,9.064720454029713,20.286645604268266,472.21706035664295,446625.67959927616,4.368652110806855,237.7876516007522,261.064216353997,311.24583016150535,312.9387339500043
3110255,상봉역 4번,1104720904.25,163904.25,4,20.822858565579445,1.8604941522875933,14.447665454141292,32.78487510893372,341.4354248163997,1223299.797000824,6.765635933076692,290.3533979013529,339.69676315712127,355.3728808448804,355.81305297289106
3110257,상봉역 7번,220003865.75,30625.5,4,19.20915568029854,1.0053842821033483,9.722899418963594,30.82124648687379,266.6183147437986,1343674.0993286204,4.469974009980786,233.4939074388517,270.00440015346896,288.04388803365424,289.0865970663907
3110261,사가정역 4번,424699901.25,64939.5,4,19.866893365121005,1.6447106221839825,11.02327211399835,24.17889819482643,260.36503166211793,794807.5565611925,9.9759737874566,314.7848159340754,358.2328439883553,394.64720583911884,395.26558509225646
3110262,상봉역 3번,1329535952.0,173494.0,4,21.008095810778887,1.6527542565669648,14.223065736940269,34.6820092681378,327.2896334952501,1400933.6462920539,6.704159865299513,207.1874719190616,260.27294902007554,288.9379968449774,304.6950296738846
3110263,면목역 1번,442114653.5,59150.75,4,19.90707980572505,0.6852670915320769,8.453317318790917,29.867689061983924,414.4077437204927,995715.5552505078,7.824375958252276,231.55225492632874,283.91516681483216,375.8987286039302,374.9003869345361
3110264,면목역 2번,1642775628.25,211849.25,4,21.21965310505108,1.1592413951034872,8.78126470288081,22.978347163084837,407.8028812957726,880321.9182947123,8.774322568013426,274.88782643218553,320.61739554835464,434.26823135474683,430.7779846986454
3110267,망우역 2번,253438085.5,41744.0,4,19.350630116451352,1.2815294503902825,9.50581710942914,22.385903561956873,338.87756764308494,466878.561500933,5.799735590763702,219.9089702366562,259.77400321121047,276.8346869739375,278.25480118590565
3110274,서일대학교,274136347.25,39364.0,4,19.429136161930263,0.9886036640316536,6.840901271524827,17.640994331361757,1002.6167869126527,826058.321428648,10.405273305937461,182.72160310052226,183.45828675998732,218.9197343445559,216.82430625425167
3110277,러스크서울병원,685407599.5,90306.5,4,20.345524256488325,1.6460390513152927,11.598372444543065,22.591566277481505,866.0056655715139,338561.2877649217,7.716487487035204,149.76824524230926,158.60926147530708,135.86112694547157,140.0103627042666
3110278,망우본동주민센터,408040761.25,64732.25,4,19.826877634853503,1.2156869754918902,10.274264837243498,20.88650372390486,697.4976648617883,227549.7001193504,10.356348936192383,138.02433733962832,153.37912008563998,111.7249897765053,110.9585584983682
3110285,홍대부중,87379038.25,12301.25,4,18.285765986348157,0.993816697223884,5.036859270572441,8.316691452191328,771.0152469624088,918192.0000000002,6.197722857430915,65.78992792104833,70.28417279545275,80.89924229890117,76.60362487876552
3110286,한성대입구역 5번,269296922.25,43839.0,4,19.41132513272585,0.8619416613779604,6.416297607217361,16.784675299657764,342.1517607818561,918191.9999999998,8.702432160406138,395.5991562786342,399.59519791020335,371.65677943466625,357.41930897655527
3110293,삼선중학교,329716209.75,53945.0,4,19.61374287501644,1.630726482799177,9.510213541755261,23.5061790645683,382.1181228918509,1224040.8085114853,12.740274119723132,422.4313339620638,443.1789656924009,405.00385825879334,398.07566523366256
3110295,정릉우체국,166880443.25,26381.25,4,18.932788211305716,0.8639297652690711,7.1921571127764965,18.577708443562386,393.0997951682925,302816.70684041263,9.448061798925423,141.76643603243875,165.5026632833557,154.81668204289363,153.32958582145827
3110297,경동고등학교,904305374.0,125811.0,4,20.622677665517,0.6626556013409453,7.675072100214259,25.985441464438868,430.04078258708915,990017.1899516732,10.670466416778853,315.93500856188575,334.20128499525555,380.8924691729422,375.86426830062794
